Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name
Embassy Kathmandu,O3,2017-12-02 09:00 AM,2017,12,02,09,9.0,8,Good,9.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-02 10:00 AM,2017,12,02,10,27.0,25,Good,27.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-02 11:00 AM,2017,12,02,11,43.0,40,Good,43.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-02 12:00 PM,2017,12,02,12,52.0,48,Good,51.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-02 01:00 PM,2017,12,02,13,47.0,44,Good,47.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-02 02:00 PM,2017,12,02,14,47.0,44,Good,47.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-02 03:00 PM,2017,12,02,15,52.0,48,Good,52.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-02 04:00 PM,2017,12,02,16,47.0,44,Good,46.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-02 05:00 PM,2017,12,02,17,43.0,40,Good,37.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-02 06:00 PM,2017,12,02,18,33.0,31,Good,24.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-02 07:00 PM,2017,12,02,19,21.0,19,Good,16.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-02 08:00 PM,2017,12,02,20,5.0,5,Good,4.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-02 09:00 PM,2017,12,02,21,4.0,4,Good,4.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-02 10:00 PM,2017,12,02,22,1.0,1,Good,1.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-02 11:00 PM,2017,12,02,23,0.0,0,Good,0.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-03 12:00 AM,2017,12,03,00,1.0,1,Good,1.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-03 01:00 AM,2017,12,03,01,2.0,2,Good,2.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-03 02:00 AM,2017,12,03,02,1.0,1,Good,1.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-03 03:00 AM,2017,12,03,03,0.0,0,Good,0.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-03 04:00 AM,2017,12,03,04,0.0,0,Good,0.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-03 05:00 AM,2017,12,03,05,0.0,0,Good,0.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-03 06:00 AM,2017,12,03,06,-1.0,-999,N/A,-1.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-03 07:00 AM,2017,12,03,07,0.0,0,Good,0.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-03 08:00 AM,2017,12,03,08,0.0,0,Good,0.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-03 09:00 AM,2017,12,03,09,9.0,8,Good,8.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-03 10:00 AM,2017,12,03,10,25.0,23,Good,24.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-03 11:00 AM,2017,12,03,11,49.0,45,Good,48.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-03 12:00 PM,2017,12,03,12,58.0,61,Moderate,58.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-03 01:00 PM,2017,12,03,13,62.0,74,Moderate,62.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-03 02:00 PM,2017,12,03,14,61.0,71,Moderate,61.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-03 03:00 PM,2017,12,03,15,48.0,44,Good,48.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-03 04:00 PM,2017,12,03,16,38.0,35,Good,37.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-03 05:00 PM,2017,12,03,17,34.0,31,Good,28.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-03 06:00 PM,2017,12,03,18,30.0,28,Good,27.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-03 07:00 PM,2017,12,03,19,22.0,20,Good,20.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-03 08:00 PM,2017,12,03,20,10.0,9,Good,9.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-03 09:00 PM,2017,12,03,21,1.0,1,Good,1.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-03 10:00 PM,2017,12,03,22,6.0,6,Good,6.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-03 11:00 PM,2017,12,03,23,3.0,3,Good,3.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-04 12:00 AM,2017,12,04,00,1.0,1,Good,1.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-04 01:00 AM,2017,12,04,01,2.0,2,Good,2.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-04 02:00 AM,2017,12,04,02,0.0,0,Good,0.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-04 03:00 AM,2017,12,04,03,0.0,0,Good,0.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-04 04:00 AM,2017,12,04,04,1.0,1,Good,1.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-04 05:00 AM,2017,12,04,05,0.0,0,Good,0.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-04 06:00 AM,2017,12,04,06,-1.0,-999,N/A,-1.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-04 07:00 AM,2017,12,04,07,0.0,0,Good,0.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-04 08:00 AM,2017,12,04,08,0.0,0,Good,0.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-04 09:00 AM,2017,12,04,09,10.0,9,Good,8.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-04 10:00 AM,2017,12,04,10,27.0,25,Good,26.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-04 11:00 AM,2017,12,04,11,39.0,36,Good,38.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-04 12:00 PM,2017,12,04,12,48.0,44,Good,48.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-04 01:00 PM,2017,12,04,13,55.0,51,Moderate,55.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-04 02:00 PM,2017,12,04,14,64.0,80,Moderate,64.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-04 03:00 PM,2017,12,04,15,53.0,49,Good,53.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-04 04:00 PM,2017,12,04,16,39.0,36,Good,37.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-04 05:00 PM,2017,12,04,17,36.0,33,Good,31.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-04 06:00 PM,2017,12,04,18,28.0,26,Good,24.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-04 07:00 PM,2017,12,04,19,15.0,14,Good,13.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-04 08:00 PM,2017,12,04,20,6.0,6,Good,5.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-04 09:00 PM,2017,12,04,21,7.0,6,Good,7.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-04 10:00 PM,2017,12,04,22,2.0,2,Good,2.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-04 11:00 PM,2017,12,04,23,2.0,2,Good,2.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-05 12:00 AM,2017,12,05,00,5.0,5,Good,5.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-05 01:00 AM,2017,12,05,01,0.0,0,Good,0.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-05 02:00 AM,2017,12,05,02,0.0,0,Good,0.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-05 03:00 AM,2017,12,05,03,0.0,0,Good,0.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-05 04:00 AM,2017,12,05,04,0.0,0,Good,0.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-05 05:00 AM,2017,12,05,05,0.0,0,Good,0.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-05 06:00 AM,2017,12,05,06,0.0,0,Good,0.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-05 07:00 AM,2017,12,05,07,0.0,0,Good,0.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-05 08:00 AM,2017,12,05,08,2.0,2,Good,1.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-05 09:00 AM,2017,12,05,09,11.0,10,Good,11.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-05 10:00 AM,2017,12,05,10,27.0,25,Good,27.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-05 11:00 AM,2017,12,05,11,43.0,40,Good,43.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-05 12:00 PM,2017,12,05,12,49.0,45,Good,49.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-05 01:00 PM,2017,12,05,13,61.0,71,Moderate,61.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-05 02:00 PM,2017,12,05,14,43.0,40,Good,43.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-05 03:00 PM,2017,12,05,15,40.0,37,Good,40.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-05 04:00 PM,2017,12,05,16,35.0,32,Good,34.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-05 05:00 PM,2017,12,05,17,32.0,30,Good,27.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-05 06:00 PM,2017,12,05,18,24.0,22,Good,21.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-05 07:00 PM,2017,12,05,19,22.0,20,Good,20.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-05 08:00 PM,2017,12,05,20,16.0,15,Good,15.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-05 09:00 PM,2017,12,05,21,20.0,19,Good,21.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-05 10:00 PM,2017,12,05,22,17.0,16,Good,15.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-05 11:00 PM,2017,12,05,23,8.0,7,Good,6.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-06 12:00 AM,2017,12,06,00,9.0,8,Good,9.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-06 01:00 AM,2017,12,06,01,7.0,6,Good,7.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-06 02:00 AM,2017,12,06,02,0.0,0,Good,0.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-06 03:00 AM,2017,12,06,03,0.0,0,Good,0.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-06 04:00 AM,2017,12,06,04,1.0,1,Good,1.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-06 05:00 AM,2017,12,06,05,1.0,1,Good,1.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-06 06:00 AM,2017,12,06,06,1.0,1,Good,1.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-06 07:00 AM,2017,12,06,07,1.0,1,Good,1.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-06 08:00 AM,2017,12,06,08,1.0,1,Good,1.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-06 09:00 AM,2017,12,06,09,8.0,7,Good,8.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-06 10:00 AM,2017,12,06,10,26.0,24,Good,26.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-06 11:00 AM,2017,12,06,11,50.0,46,Good,51.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-06 12:00 PM,2017,12,06,12,57.0,58,Moderate,57.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-06 01:00 PM,2017,12,06,13,43.0,40,Good,42.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-06 02:00 PM,2017,12,06,14,37.0,34,Good,37.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-06 03:00 PM,2017,12,06,15,35.0,32,Good,35.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-06 04:00 PM,2017,12,06,16,34.0,31,Good,34.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-06 05:00 PM,2017,12,06,17,32.0,30,Good,28.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-06 06:00 PM,2017,12,06,18,21.0,19,Good,17.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-06 07:00 PM,2017,12,06,19,6.0,6,Good,5.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-06 08:00 PM,2017,12,06,20,4.0,4,Good,4.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-06 09:00 PM,2017,12,06,21,3.0,3,Good,3.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-06 10:00 PM,2017,12,06,22,8.0,7,Good,9.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-06 11:00 PM,2017,12,06,23,2.0,2,Good,2.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-07 12:00 AM,2017,12,07,00,3.0,3,Good,3.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-07 01:00 AM,2017,12,07,01,4.0,4,Good,5.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-07 02:00 AM,2017,12,07,02,4.0,4,Good,4.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-07 03:00 AM,2017,12,07,03,2.0,2,Good,1.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-07 04:00 AM,2017,12,07,04,2.0,2,Good,2.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-07 05:00 AM,2017,12,07,05,1.0,1,Good,1.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-07 06:00 AM,2017,12,07,06,1.0,1,Good,1.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-07 07:00 AM,2017,12,07,07,0.0,0,Good,0.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-07 08:00 AM,2017,12,07,08,4.0,4,Good,4.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-07 09:00 AM,2017,12,07,09,21.0,19,Good,21.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-07 10:00 AM,2017,12,07,10,38.0,35,Good,38.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-07 11:00 AM,2017,12,07,11,48.0,44,Good,48.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-07 12:00 PM,2017,12,07,12,57.0,58,Moderate,57.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-07 01:00 PM,2017,12,07,13,47.0,44,Good,48.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-07 02:00 PM,2017,12,07,14,43.0,40,Good,43.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-07 03:00 PM,2017,12,07,15,40.0,37,Good,40.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-07 04:00 PM,2017,12,07,16,39.0,36,Good,38.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-07 05:00 PM,2017,12,07,17,39.0,36,Good,36.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-07 06:00 PM,2017,12,07,18,34.0,31,Good,29.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-07 07:00 PM,2017,12,07,19,23.0,21,Good,19.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-07 08:00 PM,2017,12,07,20,10.0,9,Good,7.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-07 09:00 PM,2017,12,07,21,9.0,8,Good,9.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-07 10:00 PM,2017,12,07,22,11.0,10,Good,12.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-07 11:00 PM,2017,12,07,23,13.0,12,Good,14.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-08 12:00 AM,2017,12,08,00,15.0,14,Good,15.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-08 01:00 AM,2017,12,08,01,8.0,7,Good,6.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-08 02:00 AM,2017,12,08,02,4.0,4,Good,4.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-08 03:00 AM,2017,12,08,03,3.0,3,Good,2.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-08 04:00 AM,2017,12,08,04,0.0,0,Good,0.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-08 05:00 AM,2017,12,08,05,1.0,1,Good,1.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-08 06:00 AM,2017,12,08,06,0.0,0,Good,0.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-08 07:00 AM,2017,12,08,07,0.0,0,Good,0.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-08 08:00 AM,2017,12,08,08,0.0,0,Good,0.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-08 09:00 AM,2017,12,08,09,8.0,7,Good,7.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-08 10:00 AM,2017,12,08,10,26.0,24,Good,26.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-08 11:00 AM,2017,12,08,11,42.0,39,Good,42.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-08 12:00 PM,2017,12,08,12,49.0,45,Good,49.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-08 01:00 PM,2017,12,08,13,66.0,87,Moderate,66.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-08 02:00 PM,2017,12,08,14,58.0,61,Moderate,58.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-08 03:00 PM,2017,12,08,15,40.0,37,Good,40.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-08 04:00 PM,2017,12,08,16,35.0,32,Good,34.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-08 05:00 PM,2017,12,08,17,34.0,31,Good,30.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-08 06:00 PM,2017,12,08,18,25.0,23,Good,21.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-08 07:00 PM,2017,12,08,19,9.0,8,Good,7.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-08 08:00 PM,2017,12,08,20,6.0,6,Good,6.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-08 09:00 PM,2017,12,08,21,8.0,7,Good,8.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-08 10:00 PM,2017,12,08,22,12.0,11,Good,13.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-08 11:00 PM,2017,12,08,23,13.0,12,Good,13.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-09 12:00 AM,2017,12,09,00,9.0,8,Good,8.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-09 01:00 AM,2017,12,09,01,0.0,0,Good,0.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-09 02:00 AM,2017,12,09,02,0.0,0,Good,0.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-09 03:00 AM,2017,12,09,03,0.0,0,Good,0.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-09 04:00 AM,2017,12,09,04,1.0,1,Good,1.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-09 05:00 AM,2017,12,09,05,0.0,0,Good,0.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-09 06:00 AM,2017,12,09,06,-1.0,-999,N/A,-1.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-09 07:00 AM,2017,12,09,07,-1.0,-999,N/A,-999.0,PPB,1 Hr,Missing
Embassy Kathmandu,O3,2017-12-09 08:00 AM,2017,12,09,08,0.0,0,Good,0.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-09 09:00 AM,2017,12,09,09,10.0,9,Good,8.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-09 10:00 AM,2017,12,09,10,28.0,26,Good,27.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-09 11:00 AM,2017,12,09,11,42.0,39,Good,42.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-09 12:00 PM,2017,12,09,12,38.0,35,Good,38.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-09 01:00 PM,2017,12,09,13,44.0,41,Good,44.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-09 02:00 PM,2017,12,09,14,48.0,44,Good,48.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-09 03:00 PM,2017,12,09,15,46.0,43,Good,46.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-09 04:00 PM,2017,12,09,16,47.0,44,Good,47.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-09 05:00 PM,2017,12,09,17,43.0,40,Good,40.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-09 06:00 PM,2017,12,09,18,37.0,34,Good,29.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-09 07:00 PM,2017,12,09,19,16.0,15,Good,11.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-09 08:00 PM,2017,12,09,20,12.0,11,Good,11.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-09 09:00 PM,2017,12,09,21,4.0,4,Good,3.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-09 10:00 PM,2017,12,09,22,0.0,0,Good,0.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2017-12-09 11:00 PM,2017,12,09,23,0.0,0,Good,0.0,PPB,1 Hr,Valid
